Call Time,Call ID,Direction,Status,Ringing,Talking,Cost,day,week,Hour,Ring time,IVR Time,Wait Time in Queue,Total Waiting Time (queue+ring),Talk Time,Total Call Duration (excl IVR),Environment (from Extension),SLA breach,Volume,Abandon,Abandon (within 10s),Year,Month,Day,Transfer
2025-08-08 18:50:03,00000000-01dc-0884-6a86-1fda000028e8,Inbound,Answered,00:00:00,00:00:25,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:49:33,00000000-01dc-0884-6a86-1fda000028e8,Inbound,Answered,00:00:00,00:00:30,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:48:29,00000000-01dc-0884-1fde-7e72000028e7,Inbound,Answered,00:00:09,00:04:29,0,08/08/2025,32,18,9,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:48:07,00000000-01dc-0884-1fde-7e72000028e7,Inbound Queue,Waiting,00:00:00,00:00:31,0,08/08/2025,32,18,0,,31,31,269,300,,0,1,0,0,2025,8,8,0
2025-08-08 18:47:48,00000000-01dc-0884-1fde-7e72000028e7,Inbound,Answered,00:00:00,00:00:18,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:47:27,00000000-01dc-0884-1fde-7e72000028e7,Inbound,Answered,00:00:00,00:00:21,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:41:55,00000000-01dc-0883-4ff0-0f1a000028e6,Inbound,Answered,00:00:00,00:01:23,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:41:38,00000000-01dc-0883-4ff0-0f1a000028e6,Inbound,Answered,00:00:00,00:00:17,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:40:41,00000000-01dc-0882-fa96-0c46000028e5,Inbound,Answered,00:00:13,00:14:02,0,08/08/2025,32,18,13,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:39:58,00000000-01dc-0882-fa96-0c46000028e5,Inbound Queue,Waiting,00:00:00,00:00:55,0,08/08/2025,32,18,0,,55,55,842,897,,1,1,0,0,2025,8,8,0
2025-08-08 18:39:42,00000000-01dc-0882-fa96-0c46000028e5,Inbound,Answered,00:00:00,00:00:16,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:39:31,00000000-01dc-0882-fa96-0c46000028e5,Inbound,Answered,00:00:00,00:00:11,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:39:15,00000000-01dc-0882-fa96-0c46000028e5,Inbound,Answered,00:00:00,00:00:16,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:41:42,00000000-01dc-0882-f1aa-3591000028e4,Inbound,Answered,00:00:06,00:11:34,0,08/08/2025,32,18,6,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:41:00,00000000-01dc-0882-f1aa-3591000028e4,Inbound Queue,Waiting,00:00:00,00:00:47,0,08/08/2025,32,18,0,,47,47,694,741,,0,1,0,0,2025,8,8,0
2025-08-08 18:39:36,00000000-01dc-0882-f1aa-3591000028e4,Inbound,Answered,00:00:12,00:01:12,0,08/08/2025,32,18,12,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:39:14,00000000-01dc-0882-f1aa-3591000028e4,Inbound Queue,Waiting,00:00:00,00:00:34,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:39:00,00000000-01dc-0882-f1aa-3591000028e4,Inbound,Answered,00:00:00,00:00:13,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:42:23,00000000-01dc-0882-98d1-7ef8000028e3,Inbound,Answered,00:00:15,00:08:25,0,08/08/2025,32,18,15,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:42:01,00000000-01dc-0882-98d1-7ef8000028e3,Inbound Queue,Waiting,00:00:00,00:00:37,0,08/08/2025,32,18,0,,37,37,505,542,,0,1,0,0,2025,8,8,0
2025-08-08 18:37:51,00000000-01dc-0882-98d1-7ef8000028e3,Inbound,Answered,00:00:11,00:03:58,0,08/08/2025,32,18,11,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:37:29,00000000-01dc-0882-98d1-7ef8000028e3,Inbound Queue,Waiting,00:00:00,00:00:34,0,08/08/2025,32,18,0,,34,34,238,272,,0,1,0,0,2025,8,8,0
2025-08-08 18:37:06,00000000-01dc-0882-98d1-7ef8000028e3,Inbound,Answered,00:00:00,00:00:23,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:36:51,00000000-01dc-0882-98d1-7ef8000028e3,Inbound,Answered,00:00:00,00:00:14,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:36:31,00000000-01dc-0882-98d1-7ef8000028e3,Inbound,Answered,00:00:00,00:00:20,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:37:33,00000000-01dc-0882-7f61-20b4000028e2,Inbound,Answered,00:00:12,00:01:09,0,08/08/2025,32,18,12,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:36:51,00000000-01dc-0882-7f61-20b4000028e2,Inbound Queue,Waiting,00:00:00,00:00:53,0,08/08/2025,32,18,0,,53,53,69,122,,1,1,0,0,2025,8,8,0
2025-08-08 18:36:34,00000000-01dc-0882-7f61-20b4000028e2,Inbound,Answered,00:00:00,00:00:18,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:36:09,00000000-01dc-0882-7f61-20b4000028e2,Inbound,Answered,00:00:00,00:00:25,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:35:49,00000000-01dc-0882-7f61-20b4000028e2,Inbound,Answered,00:00:00,00:00:21,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:32:52,00000000-01dc-0881-e787-f8da000028e1,Inbound,Answered,00:00:05,00:23:11,0,08/08/2025,32,18,5,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:32:29,00000000-01dc-0881-e787-f8da000028e1,Inbound Queue,Waiting,00:00:00,00:00:28,0,08/08/2025,32,18,0,,28,28,1391,1419,,0,1,0,0,2025,8,8,0
2025-08-08 18:32:06,00000000-01dc-0881-e787-f8da000028e1,Inbound,Answered,00:00:00,00:00:23,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:31:54,00000000-01dc-0881-e787-f8da000028e1,Inbound,Answered,00:00:00,00:00:12,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:31:34,00000000-01dc-0881-e787-f8da000028e1,Inbound,Answered,00:00:00,00:00:21,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:31:37,00000000-01dc-0881-aa91-f43f000028e0,Inbound,Answered,00:00:10,00:11:19,0,08/08/2025,32,18,10,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:30:55,00000000-01dc-0881-aa91-f43f000028e0,Inbound Queue,Waiting,00:00:00,00:00:53,0,08/08/2025,32,18,0,,53,53,679,732,,1,1,0,0,2025,8,8,0
2025-08-08 18:30:43,00000000-01dc-0881-aa91-f43f000028e0,Inbound,Answered,00:00:00,00:00:12,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:30:20,00000000-01dc-0881-aa91-f43f000028e0,Inbound,Answered,00:00:00,00:00:23,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:30:07,00000000-01dc-0881-aa91-f43f000028e0,Inbound,Answered,00:00:00,00:00:13,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:29:52,00000000-01dc-0881-aa91-f43f000028e0,Inbound,Answered,00:00:00,00:00:15,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:29:32,00000000-01dc-0881-8a7d-ba4b000028df,Inbound,Answered,00:00:00,00:00:12,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:28:58,00000000-01dc-0881-8a7d-ba4b000028df,Inbound,Answered,00:00:00,00:00:34,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:25:39,00000000-01dc-0880-fd4c-6ac6000028de,Inbound,Answered,00:00:18,00:09:30,0,08/08/2025,32,18,18,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:25:17,00000000-01dc-0880-fd4c-6ac6000028de,Inbound Queue,Waiting,00:00:00,00:00:40,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:25:01,00000000-01dc-0880-fd4c-6ac6000028de,Inbound,Answered,00:00:00,00:00:16,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:22:24,00000000-01dc-0880-91d1-2bdf000028dd,Inbound,Answered,00:00:07,00:01:56,0,08/08/2025,32,18,7,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:22:01,00000000-01dc-0880-91d1-2bdf000028dd,Inbound Queue,Waiting,00:00:00,00:00:30,0,08/08/2025,32,18,0,,30,30,116,146,,0,1,0,0,2025,8,8,0
2025-08-08 18:17:47,00000000-01dc-087f-e147-ae8f000028dc,Inbound,Answered,00:00:11,00:09:22,0,08/08/2025,32,18,11,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:17:24,00000000-01dc-087f-e147-ae8f000028dc,Inbound Queue,Waiting,00:00:00,00:00:33,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:17:04,00000000-01dc-087f-e147-ae8f000028dc,Inbound,Answered,00:00:00,00:00:19,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:15:13,00000000-01dc-087f-6c84-2632000028db,Inbound,Answered,00:00:09,00:04:54,0,08/08/2025,32,18,9,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:14:50,00000000-01dc-087f-6c84-2632000028db,Inbound Queue,Waiting,00:00:00,00:00:31,0,08/08/2025,32,18,0,,31,31,294,325,,0,1,0,0,2025,8,8,0
2025-08-08 18:14:33,00000000-01dc-087f-6c84-2632000028db,Inbound,Answered,00:00:00,00:00:17,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:14:12,00000000-01dc-087f-6c84-2632000028db,Inbound,Answered,00:00:00,00:00:22,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:14:00,00000000-01dc-087f-6c84-2632000028db,Inbound,Answered,00:00:00,00:00:12,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:13:48,00000000-01dc-087f-6c84-2632000028db,Inbound,Answered,00:00:00,00:00:11,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:13:44,00000000-01dc-087f-5cef-4c7d000028da,Inbound,Answered,00:00:00,00:00:02,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:13:22,00000000-01dc-087f-5cef-4c7d000028da,Inbound,Answered,00:00:00,00:00:21,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:06:57,00000000-01dc-087e-498e-8473000028d9,Inbound,Answered,00:00:08,00:06:09,0,08/08/2025,32,18,8,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:06:35,00000000-01dc-087e-498e-8473000028d9,Inbound Queue,Waiting,00:00:00,00:00:30,0,08/08/2025,32,18,0,,30,30,369,399,,0,1,0,0,2025,8,8,0
2025-08-08 18:06:13,00000000-01dc-087e-498e-8473000028d9,Inbound,Answered,00:00:00,00:00:21,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:06:02,00000000-01dc-087e-498e-8473000028d9,Inbound,Answered,00:00:00,00:00:12,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:05:40,00000000-01dc-087e-498e-8473000028d9,Inbound,Answered,00:00:00,00:00:21,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:04:52,00000000-01dc-087e-2ca5-ef29000028d8,Inbound,Answered,00:00:00,00:00:45,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:03:48,00000000-01dc-087d-f240-d280000028d7,Inbound,Answered,00:00:04,00:03:13,0,08/08/2025,32,18,4,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:03:14,00000000-01dc-087d-f240-d280000028d7,Inbound Queue,Waiting,00:00:00,00:00:38,0,08/08/2025,32,18,0,,38,38,193,231,,0,1,0,0,2025,8,8,0
2025-08-08 18:02:20,00000000-01dc-087d-afa5-577a000028d6,Inbound,Answered,00:00:15,00:07:34,0,08/08/2025,32,18,15,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:01:58,00000000-01dc-087d-afa5-577a000028d6,Inbound Queue,Waiting,00:00:00,00:00:37,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:01:22,00000000-01dc-087d-afa5-577a000028d6,Inbound,Answered,00:00:00,00:00:36,0,08/08/2025,32,18,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 18:00:01,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:08,00:06:05,0,08/08/2025,32,18,8,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:59:39,00000000-01dc-087c-df9a-2488000028d5,Inbound Queue,Waiting,00:00:00,00:00:30,0,08/08/2025,32,17,0,,30,30,365,395,,0,1,0,0,2025,8,8,0
2025-08-08 17:59:25,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:00,00:00:13,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:59:01,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:00,00:00:24,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:58:52,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:00,00:00:09,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:56:52,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:07,00:01:53,0,08/08/2025,32,17,7,,,,,0,DE/AT Wealth,0,0,0,0,2025,8,8,0
2025-08-08 17:56:30,00000000-01dc-087c-df9a-2488000028d5,Inbound Queue,Waiting,00:00:00,00:00:30,0,08/08/2025,32,17,0,,30,30,113,143,,0,1,0,0,2025,8,8,0
2025-08-08 17:55:53,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:00,00:00:37,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:55:33,00000000-01dc-087c-df9a-2488000028d5,Inbound,Answered,00:00:00,00:00:20,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:55:10,00000000-01dc-087c-d1fd-e873000028d4,Inbound,Answered,00:00:00,00:00:20,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:53:26,00000000-01dc-087c-16ab-011f000028d3,Inbound,Answered,00:00:11,00:05:15,0,08/08/2025,32,17,11,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:52:04,00000000-01dc-087c-16ab-011f000028d3,Inbound Queue,Waiting,00:00:00,00:01:32,0,08/08/2025,32,17,0,,92,92,315,407,,1,1,0,0,2025,8,8,0
2025-08-08 17:51:13,00000000-01dc-087c-16ab-011f000028d3,Inbound,Answered,00:00:09,00:00:42,0,08/08/2025,32,17,9,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:50:51,00000000-01dc-087c-16ab-011f000028d3,Inbound Queue,Waiting,00:00:00,00:00:31,0,08/08/2025,32,17,0,,31,31,42,73,,0,1,0,0,2025,8,8,0
2025-08-08 17:50:27,00000000-01dc-087c-16ab-011f000028d3,Inbound,Answered,00:00:00,00:00:24,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:50:15,00000000-01dc-087c-16ab-011f000028d3,Inbound,Answered,00:00:00,00:00:12,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:49:56,00000000-01dc-087c-16ab-011f000028d3,Inbound,Answered,00:00:00,00:00:20,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:38:29,00000000-01dc-087a-75d3-3e82000028d2,Inbound,Answered,00:00:10,00:18:42,0,08/08/2025,32,17,10,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:38:17,00000000-01dc-087a-75d3-3e82000028d2,Inbound Queue,Waiting,00:00:00,00:00:22,0,08/08/2025,32,17,0,,22,22,1122,1144,,0,1,0,0,2025,8,8,0
2025-08-08 17:37:05,00000000-01dc-087a-2019-212e000028d0,Inbound,Answered,00:00:03,00:05:32,0,08/08/2025,32,17,3,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:36:42,00000000-01dc-087a-2019-212e000028d0,Inbound Queue,Waiting,00:00:00,00:00:25,0,08/08/2025,32,17,0,,25,25,332,357,,0,1,0,0,2025,8,8,0
2025-08-08 17:36:13,00000000-01dc-087a-2019-212e000028d0,Inbound,Answered,00:00:00,00:00:30,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:35:53,00000000-01dc-087a-2019-212e000028d0,Inbound,Answered,00:00:00,00:00:20,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:33:24,00000000-01dc-0879-b089-2f1d000028ce,Inbound,Answered,00:00:09,00:07:27,0,08/08/2025,32,17,9,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:33:02,00000000-01dc-0879-b089-2f1d000028ce,Inbound Queue,Waiting,00:00:00,00:00:32,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:32:46,00000000-01dc-0879-b089-2f1d000028ce,Inbound,Answered,00:00:00,00:00:16,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:37:51,00000000-01dc-0879-6e81-8b58000028cd,Inbound,Answered,00:00:00,00:08:30,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:36:58,00000000-01dc-0879-6e81-8b58000028cd,Internal,Answered,00:00:09,00:00:45,0,08/08/2025,32,17,9,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:36:15,00000000-01dc-0879-6e81-8b58000028cd,Internal,Waiting,00:00:00,00:00:51,0,08/08/2025,32,17,0,,51,51,45,96,,0,1,0,0,2025,8,8,0
2025-08-08 17:32:17,00000000-01dc-0879-6e81-8b58000028cd,Inbound,Answered,00:00:09,00:05:26,0,08/08/2025,32,17,9,,,,,0,,0,0,0,0,2025,8,8,0
2025-08-08 17:31:54,00000000-01dc-0879-6e81-8b58000028cd,Inbound Queue,Waiting,00:00:00,00:00:31,0,08/08/2025,32,17,0,,31,31,326,357,,0,1,0,0,2025,8,8,0
2025-08-08 17:31:28,00000000-01dc-0879-6e81-8b58000028cd,Inbound,Answered,00:00:00,00:00:25,0,08/08/2025,32,17,0,,,,,0,,0,0,0,0,2025,8,8,0
