call_id,call_start_time,outside_working_hours,Direction,Outbound_call_answered,Inbound_call_answered,first_agent_answer_time,total_IVR,total_queue_unanswered,total_queue_wait,total_ring,total_talk,total_call_duration (excl. IVR),total_call_duration (incl. IVR),cost_sum,sla_breach,abandon,abandon_within_10s,environment,start_day,week,start_hour,month,year
00000000-01dc-0505-107e-5dd200001aaf,2025-08-04 08:00:22,0,Inbound,0,1,2025-08-04 08:02:00,76,0.0,33.0,10.0,350.0,383.0,459.0,0.0,0,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-0505-2e1f-787000001ab0,2025-08-04 08:01:12,0,Inbound,0,1,2025-08-04 08:02:32,58,0.0,31.0,9.0,231.0,262.0,320.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-386e-feb500001ab1,2025-08-04 08:01:29,0,Inbound,0,1,2025-08-04 08:02:31,9,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-3ba5-9f2c00001ab2,2025-08-04 08:01:34,0,Inbound,0,1,2025-08-04 08:03:22,86,0.0,72.0,18.0,430.0,502.0,588.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-826f-dfcf00001ab3,2025-08-04 08:03:33,0,Inbound,0,1,2025-08-04 08:05:07,71,0.0,33.0,10.0,243.0,276.0,347.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-a0a3-1a4500001ab4,2025-08-04 08:04:24,0,Inbound,0,0,,44,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-b65b-c09700001ab5,2025-08-04 08:05:00,0,Inbound,0,1,2025-08-04 08:06:32,68,0.0,27.0,5.0,343.0,370.0,438.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-cce0-c1c300001ab7,2025-08-04 08:05:38,0,Inbound,0,1,2025-08-04 08:06:43,42,0.0,27.0,4.0,281.0,308.0,350.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-f451-7e5200001ab8,2025-08-04 08:06:44,0,Inbound,0,1,2025-08-04 08:07:56,50,0.0,32.0,10.0,316.0,348.0,398.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-f906-891700001ab9,2025-08-04 08:06:52,0,Inbound,0,1,2025-08-04 08:08:38,84,0.0,31.0,9.0,794.0,825.0,909.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0505-fdc5-cf6900001aba,2025-08-04 08:07:00,0,Inbound,0,1,2025-08-04 08:07:53,30,0.0,0.0,24.0,0.0,0.0,30.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-2859-78b800001abb,2025-08-04 08:08:11,0,Inbound,0,0,,29,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-41d5-a68900001abc,2025-08-04 08:08:54,0,Inbound,0,0,,42,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-93c9-6cef00001abd,2025-08-04 08:11:12,0,Inbound,0,1,2025-08-04 08:13:06,91,0.0,29.0,7.0,456.0,485.0,576.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-9606-0bc200001abe,2025-08-04 08:11:15,0,Inbound,0,1,2025-08-04 08:12:54,76,0.0,152.0,15.0,526.0,678.0,754.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-b58a-88f200001abf,2025-08-04 08:12:08,0,Inbound,0,1,2025-08-04 08:16:16,60,0.0,71.0,6.0,574.0,645.0,705.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-c702-f61100001ac0,2025-08-04 08:12:38,0,Inbound,0,1,2025-08-04 08:13:55,35,0.0,52.0,9.0,546.0,598.0,633.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0506-d298-c29400001ac1,2025-08-04 08:12:57,0,Inbound,0,0,,36,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0507-1114-c59c00001ac2,2025-08-04 08:14:42,0,Inbound,0,1,2025-08-04 08:19:49,49,0.0,136.0,19.0,548.0,684.0,733.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0507-3096-870f00001ac4,2025-08-04 08:15:35,0,Inbound,0,1,2025-08-04 08:18:54,58,0.0,156.0,14.0,371.0,527.0,585.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0507-49aa-677600001ac5,2025-08-04 08:16:17,0,Inbound,0,1,2025-08-04 08:19:04,19,0.0,0.0,2.0,0.0,0.0,19.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0507-4f44-bf2100001ac6,2025-08-04 08:16:26,0,Inbound,0,0,,33,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0507-5d94-b5cd00001ac7,2025-08-04 08:16:50,0,Inbound,0,1,2025-08-04 08:21:02,84,0.0,140.0,5.0,65.0,205.0,289.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-0507-63d5-5f5700001ac8,2025-08-04 08:17:01,0,Inbound,0,1,2025-08-04 08:19:42,86,0.0,79.0,4.0,218.0,297.0,383.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0508-1e8d-06c700001ac9,2025-08-04 08:22:14,0,Inbound,0,1,2025-08-04 08:24:06,89,0.0,29.0,6.0,86.0,115.0,204.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0508-396f-b20e00001aca,2025-08-04 08:22:59,0,Inbound,0,1,2025-08-04 08:24:58,77,0.0,57.0,15.0,574.0,631.0,708.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0508-8e74-cb3d00001acb,2025-08-04 08:25:22,0,Inbound,0,1,2025-08-04 08:27:05,41,0.0,64.0,3.0,50.0,114.0,155.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-0508-9050-983600001acc,2025-08-04 08:25:25,0,Inbound,0,0,,14,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0508-a594-565e00001acd,2025-08-04 08:26:01,0,Inbound,0,1,2025-08-04 08:36:50,59,0.0,515.0,14.0,267.0,782.0,841.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0508-a7af-788e00001ace,2025-08-04 08:26:04,0,Inbound,0,1,2025-08-04 08:27:14,47,0.0,29.0,7.0,657.0,686.0,733.0,0.0,0,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-0508-d621-f80600001acf,2025-08-04 08:27:22,0,Inbound,0,0,,50,25.0,0.0,0.0,50.0,100.0,150.0,0.0,0,1,1,,2025-08-04,32,8,8,2025
00000000-01dc-0508-e271-d73000001ad0,2025-08-04 08:27:43,0,Inbound,0,0,,50,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0508-edc8-3c1900001ad1,2025-08-04 08:28:02,0,Inbound,0,0,,71,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0509-03e5-13f000001ad2,2025-08-04 08:28:39,0,Inbound,0,0,,31,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0509-0c08-df6200001ad3,2025-08-04 08:28:52,0,Inbound,0,1,2025-08-04 08:30:06,51,0.0,35.0,12.0,51.0,86.0,137.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0509-0da8-85a000001ad4,2025-08-04 08:28:55,0,Inbound,0,1,2025-08-04 08:29:42,24,0.0,130.0,13.0,405.0,535.0,559.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0509-620c-7bde00001ad5,2025-08-04 08:31:17,0,Inbound,0,1,2025-08-04 08:32:16,7,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0509-949f-b1f500001ad6,2025-08-04 08:32:42,0,Inbound,0,1,2025-08-04 08:34:33,89,0.0,55.0,10.0,653.0,708.0,797.0,0.0,0,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-0509-c26d-18e500001ad8,2025-08-04 08:33:58,0,Inbound,0,0,,0,0.0,124.0,2.0,211.0,335.0,335.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-0509-ff27-8fa100001ad9,2025-08-04 08:35:40,0,Inbound,0,1,2025-08-04 08:44:12,69,0.0,405.0,32.0,1563.0,1968.0,2037.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-1852-9a5200001ada,2025-08-04 08:36:23,0,Inbound,0,1,2025-08-04 08:38:17,91,0.0,26.0,4.0,280.0,306.0,397.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-2729-dd6000001adb,2025-08-04 08:36:47,0,Inbound,0,1,2025-08-04 08:37:43,33,0.0,0.0,14.0,0.0,0.0,33.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-27c4-6b0000001adc,2025-08-04 08:36:48,0,Inbound,0,1,2025-08-04 08:38:13,62,0.0,25.0,3.0,164.0,189.0,251.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-6e04-41f600001add,2025-08-04 08:38:46,0,Inbound,0,1,2025-08-04 08:41:46,37,0.0,147.0,4.0,253.0,400.0,437.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-94b6-06ac00001adf,2025-08-04 08:39:51,0,Inbound,0,0,,61,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-ba02-a30800001ae0,2025-08-04 08:40:54,0,Inbound,0,1,2025-08-04 08:42:21,65,0.0,26.0,3.0,156.0,182.0,247.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-cc54-32cc00001ae1,2025-08-04 08:41:25,0,Inbound,0,1,2025-08-04 08:42:47,60,0.0,28.0,6.0,311.0,339.0,399.0,0.0,0,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-050a-dc1a-bf2800001ae2,2025-08-04 08:41:51,0,Inbound,0,1,2025-08-04 08:42:59,25,0.0,47.0,5.0,659.0,706.0,731.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050a-fc71-e88a00001ae3,2025-08-04 08:42:45,0,Inbound,0,0,,51,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-0c97-0e8200001ae4,2025-08-04 08:43:12,0,Inbound,0,1,2025-08-04 08:45:16,62,0.0,69.0,7.0,385.0,454.0,516.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-2516-557200001ae5,2025-08-04 08:43:53,0,Inbound,0,0,,0,22.0,0.0,0.0,0.0,22.0,22.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-253f-7b9b00001ae6,2025-08-04 08:43:54,0,Inbound,0,1,2025-08-04 08:45:25,69,0.0,30.0,8.0,118.0,148.0,217.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-5244-666800001ae7,2025-08-04 08:45:09,0,Inbound,0,1,2025-08-04 08:47:16,66,0.0,80.0,19.0,909.0,989.0,1055.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-70b8-6b6600001ae8,2025-08-04 08:46:00,0,Inbound,0,0,,40,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-7176-d5e200001ae9,2025-08-04 08:46:02,0,Inbound,0,0,,0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-8076-94ae00001aea,2025-08-04 08:46:27,0,Inbound,0,1,2025-08-04 08:53:32,49,0.0,381.0,4.0,442.0,823.0,872.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-8cb2-71e800001aeb,2025-08-04 08:46:47,0,Inbound,0,1,2025-08-04 08:47:55,45,0.0,422.0,13.0,678.0,1100.0,1145.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-8db4-77a700001aec,2025-08-04 08:46:49,0,Inbound,0,1,2025-08-04 08:49:36,57,0.0,114.0,4.0,259.0,373.0,430.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050b-8dcb-0e0700001aed,2025-08-04 08:46:49,0,Inbound,0,1,2025-08-04 08:50:17,87,0.0,126.0,5.0,749.0,875.0,962.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-08c4-e4e200001aee,2025-08-04 08:50:15,0,Inbound,0,1,2025-08-04 08:51:02,24,0.0,0.0,8.0,0.0,0.0,24.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-327c-e1af00001af0,2025-08-04 08:51:25,0,Inbound,0,0,,56,12.0,0.0,0.0,21.0,45.0,101.0,0.0,0,1,1,,2025-08-04,32,8,8,2025
00000000-01dc-050c-4406-c0d400001af1,2025-08-04 08:51:55,0,Inbound,0,0,,21,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-4499-d96e00001af2,2025-08-04 08:51:56,0,Inbound,0,0,,66,225.0,0.0,0.0,16.0,466.0,532.0,0.0,1,1,1,,2025-08-04,32,8,8,2025
00000000-01dc-050c-4afe-1b2d00001af3,2025-08-04 08:52:07,0,Inbound,0,1,2025-08-04 08:57:34,33,0.0,298.0,3.0,596.0,894.0,927.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-5cbd-3dc500001af4,2025-08-04 08:52:36,0,Inbound,0,1,2025-08-04 08:54:23,29,0.0,83.0,5.0,467.0,550.0,579.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-050c-6c05-516e00001af5,2025-08-04 08:53:02,0,Inbound,0,1,2025-08-04 08:57:55,86,0.0,212.0,3.0,110.0,322.0,408.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-6ed8-746900001af6,2025-08-04 08:53:07,0,Inbound,0,0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-8e1a-227b00001af7,2025-08-04 08:53:59,0,Inbound,0,1,2025-08-04 08:54:49,27,0.0,0.0,14.0,0.0,0.0,27.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050c-b2dc-586b00001af8,2025-08-04 08:55:01,0,Inbound,0,1,2025-08-04 09:00:16,62,0.0,297.0,12.0,553.0,850.0,912.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,8,8,2025
00000000-01dc-050c-ed33-4d4f00001afa,2025-08-04 08:56:39,0,Inbound,0,1,2025-08-04 08:58:07,46,0.0,55.0,13.0,819.0,874.0,920.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050d-24e7-563100001afb,2025-08-04 08:58:12,0,Inbound,0,1,2025-08-04 09:01:29,67,0.0,140.0,11.0,110.0,250.0,317.0,0.0,1,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050d-3562-eee000001afc,2025-08-04 08:58:40,0,Inbound,0,0,,0,0.0,149.0,0.0,30.0,179.0,179.0,0.0,1,1,1,,2025-08-04,32,8,8,2025
00000000-01dc-050d-648b-6fd300001afd,2025-08-04 08:59:59,0,Inbound,0,1,2025-08-04 09:01:32,71,0.0,29.0,7.0,136.0,165.0,236.0,0.0,0,0,0,,2025-08-04,32,8,8,2025
00000000-01dc-050d-77dd-2b1f00001afe,2025-08-04 09:00:31,0,Inbound,0,1,2025-08-04 09:03:32,78,0.0,104.0,2.0,151.0,255.0,333.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050d-7cca-45a300001aff,2025-08-04 09:00:40,0,Inbound,0,1,2025-08-04 09:02:01,42,0.0,56.0,17.0,183.0,239.0,281.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050d-99e4-551d00001b00,2025-08-04 09:01:28,0,Inbound,0,1,2025-08-04 09:10:38,78,0.0,292.0,5.0,1284.0,1576.0,1654.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050d-9c56-5c0700001b01,2025-08-04 09:01:33,0,Inbound,0,1,2025-08-04 09:03:02,67,51.0,30.0,7.0,79.0,211.0,278.0,0.0,0,1,1,DE/AT Wealth,2025-08-04,32,9,8,2025
00000000-01dc-050d-c93e-b0d000001b02,2025-08-04 09:02:48,0,Inbound,0,1,2025-08-04 09:06:33,65,0.0,116.0,6.0,338.0,454.0,519.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-1cee-494900001b04,2025-08-04 09:05:08,0,Inbound,0,0,,60,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-3057-de8900001b05,2025-08-04 09:05:41,0,Inbound,0,1,2025-08-04 09:06:59,36,0.0,46.0,4.0,543.0,589.0,625.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-460c-9c3e00001b06,2025-08-04 09:06:17,0,Inbound,0,1,2025-08-04 09:19:07,60,0.0,714.0,5.0,616.0,1330.0,1390.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-5420-a0eb00001b07,2025-08-04 09:06:41,0,Inbound,0,1,2025-08-04 09:23:32,21,0.0,417.0,11.0,1040.0,1457.0,1478.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,9,8,2025
00000000-01dc-050e-54fe-f8a000001b08,2025-08-04 09:06:42,0,Inbound,0,0,,90,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-55f1-002300001b09,2025-08-04 09:06:44,0,Inbound,0,1,2025-08-04 09:08:19,73,0.0,32.0,10.0,63.0,95.0,168.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-5a38-519800001b0a,2025-08-04 09:06:51,0,Inbound,0,1,2025-08-04 09:10:16,46,0.0,162.0,5.0,1001.0,1163.0,1209.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-6938-2edf00001b0b,2025-08-04 09:07:16,0,Inbound,0,1,2025-08-04 09:08:04,25,0.0,0.0,5.0,0.0,0.0,25.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-7e29-7bd800001b0c,2025-08-04 09:07:51,0,Inbound,0,1,2025-08-04 09:11:25,53,0.0,68.0,12.0,191.0,259.0,312.0,0.0,0,0,0,DE/AT Wealth,2025-08-04,32,9,8,2025
00000000-01dc-050e-87d3-1c2800001b0d,2025-08-04 09:08:08,0,Inbound,0,1,2025-08-04 09:09:32,62,0.0,30.0,8.0,378.0,408.0,470.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-c0a2-466100001b0e,2025-08-04 09:09:43,0,Inbound,0,1,2025-08-04 09:13:20,112,0.0,315.0,15.0,942.0,1257.0,1369.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,9,8,2025
00000000-01dc-050e-cde2-dc8f00001b0f,2025-08-04 09:10:05,0,Inbound,0,1,2025-08-04 09:15:11,46,0.0,263.0,3.0,338.0,601.0,647.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050e-e77d-9abe00001b10,2025-08-04 09:10:48,0,Inbound,0,0,,0,0.0,216.0,0.0,13.0,229.0,229.0,0.0,1,1,1,,2025-08-04,32,9,8,2025
00000000-01dc-050f-035b-1a9700001b11,2025-08-04 09:11:35,0,Inbound,0,1,2025-08-04 09:13:51,13,0.0,0.0,6.0,0.0,0.0,13.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-2891-7edc00001b12,2025-08-04 09:12:37,0,Inbound,0,1,2025-08-04 09:14:00,55,0.0,33.0,5.0,165.0,198.0,253.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-4133-4d6700001b13,2025-08-04 09:13:19,0,Inbound,0,1,2025-08-04 09:28:12,18,0.0,425.0,4.0,395.0,820.0,838.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-4207-ebf900001b14,2025-08-04 09:13:20,0,Inbound,0,0,,6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-623e-af8900001b15,2025-08-04 09:14:14,0,Inbound,0,1,2025-08-04 09:14:59,12,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-62d5-e2fc00001b16,2025-08-04 09:14:15,0,Inbound,0,1,2025-08-04 09:26:55,58,0.0,704.0,2.0,146.0,850.0,908.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-6bfc-186200001b17,2025-08-04 09:14:30,0,Inbound,0,1,2025-08-04 09:43:07,72,0.0,686.0,33.0,1861.0,2547.0,2619.0,0.0,1,0,0,DE/AT Wealth,2025-08-04,32,9,8,2025
00000000-01dc-050f-73e6-344300001b18,2025-08-04 09:14:44,0,Inbound,0,1,2025-08-04 09:15:28,0,0.0,47.0,3.0,161.0,208.0,208.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-8e39-032600001b19,2025-08-04 09:15:28,0,Inbound,0,1,2025-08-04 09:16:47,57,0.0,29.0,7.0,119.0,148.0,205.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-94f4-580900001b1a,2025-08-04 09:15:39,0,Inbound,0,1,2025-08-04 09:24:18,68,0.0,457.0,7.0,145.0,602.0,670.0,0.0,1,0,0,DE/AT Broker,2025-08-04,32,9,8,2025
00000000-01dc-050f-a84e-725200001b1b,2025-08-04 09:16:12,0,Inbound,0,1,2025-08-04 09:25:46,46,0.0,534.0,6.0,456.0,990.0,1036.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-050f-ede0-d59500001b1c,2025-08-04 09:18:08,0,Inbound,0,1,2025-08-04 09:19:43,73,0.0,35.0,12.0,453.0,488.0,561.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-0f44-4aa800001b1d,2025-08-04 09:19:04,0,Inbound,0,0,,0,25.0,0.0,0.0,35.0,85.0,85.0,0.0,0,1,1,,2025-08-04,32,9,8,2025
00000000-01dc-0510-3dc3-cd1500001b1f,2025-08-04 09:20:22,0,Inbound,0,1,2025-08-04 09:22:18,94,0.0,31.0,9.0,388.0,419.0,513.0,0.0,0,0,0,DE/AT Broker,2025-08-04,32,9,8,2025
00000000-01dc-0510-4826-6d9200001b20,2025-08-04 09:20:40,0,Inbound,0,1,2025-08-04 09:21:22,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0,0,DE/AT Wealth,2025-08-04,32,9,8,2025
00000000-01dc-0510-5b87-77c800001b21,2025-08-04 09:21:12,0,Inbound,0,0,,71,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-6327-a04000001b22,2025-08-04 09:21:25,0,Inbound,0,1,2025-08-04 09:36:51,61,0.0,872.0,7.0,592.0,1464.0,1525.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-6941-5a1900001b23,2025-08-04 09:21:35,0,Inbound,0,0,,57,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-7427-b2f800001b24,2025-08-04 09:21:54,0,Inbound,0,1,2025-08-04 09:22:52,36,0.0,0.0,6.0,0.0,0.0,36.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-8df8-8a1c00001b25,2025-08-04 09:22:37,0,Inbound,0,1,2025-08-04 09:31:43,69,0.0,483.0,6.0,403.0,886.0,955.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-abd6-b51d00001b26,2025-08-04 09:23:27,0,Inbound,0,1,2025-08-04 09:24:41,52,0.0,26.0,4.0,639.0,665.0,717.0,0.0,0,0,0,,2025-08-04,32,9,8,2025
00000000-01dc-0510-ceee-62c600001b27,2025-08-04 09:24:26,0,Inbound,0,0,,66,839.0,0.0,0.0,23.0,1701.0,1767.0,0.0,1,1,1,,2025-08-04,32,9,8,2025
00000000-01dc-0511-3d61-d26f00001b28,2025-08-04 09:27:31,0,Inbound,0,1,2025-08-04 09:34:18,53,0.0,358.0,4.0,240.0,598.0,651.0,0.0,1,0,0,,2025-08-04,32,9,8,2025
